State,Filed week ended,Initial Claims,Reflecting Week Ended,Continued Claims,Covered Employment,Insured Unemployment Rate
Georgia,5/4/13,"10,809",4/27/13,"62,168","3,726,578",1.67
Georgia,5/11/13,"11,927",5/4/13,"61,409","3,726,578",1.65
Georgia,5/18/13,"10,125",5/11/13,"60,332","3,726,578",1.62
Georgia,5/25/13,"9,862",5/18/13,"60,389","3,726,578",1.62
Georgia,6/1/13,"9,014",5/25/13,"60,037","3,726,578",1.61
Georgia,6/8/13,"11,951",6/1/13,"62,374","3,726,578",1.67
Georgia,6/15/13,"10,058",6/8/13,"63,476","3,726,578",1.7
Georgia,6/22/13,"9,556",6/15/13,"63,387","3,726,578",1.7
Georgia,6/29/13,"8,852",6/22/13,"62,599","3,726,578",1.68
Georgia,7/6/13,"10,278",6/29/13,"61,889","3,726,578",1.66
Georgia,7/13/13,"17,305",7/6/13,"73,412","3,742,384",1.96
Georgia,7/20/13,"11,801",7/13/13,"66,727","3,742,384",1.78
Georgia,7/27/13,"8,850",7/20/13,"63,080","3,742,384",1.69
Georgia,8/3/13,"8,937",7/27/13,"62,372","3,742,384",1.67
Georgia,8/10/13,"8,225",8/3/13,"61,410","3,742,384",1.64
Georgia,8/17/13,"8,075",8/10/13,"59,882","3,742,384",1.6
Georgia,8/24/13,"8,978",8/17/13,"59,015","3,742,384",1.58
Georgia,8/31/13,"7,757",8/24/13,"57,347","3,742,384",1.53
Georgia,9/7/13,"7,638",8/31/13,"56,205","3,742,384",1.5
Georgia,9/14/13,"10,328",9/7/13,"57,868","3,742,384",1.55
Georgia,9/21/13,"7,609",9/14/13,"54,836","3,742,384",1.47
Georgia,9/28/13,"7,053",9/21/13,"53,503","3,742,384",1.43
Georgia,10/5/13,"8,651",9/28/13,"53,031","3,742,384",1.42
Georgia,10/12/13,"9,475",10/5/13,"53,714","3,759,761",1.43
Georgia,10/19/13,"8,080",10/12/13,"53,478","3,759,761",1.42
Georgia,10/26/13,"9,268",10/19/13,"54,221","3,759,761",1.44
Georgia,11/2/13,"8,858",10/26/13,"54,280","3,759,761",1.44
Georgia,11/9/13,"9,347",11/2/13,"54,399","3,759,761",1.45
Georgia,11/16/13,"7,749",11/9/13,"53,398","3,759,761",1.42
Georgia,11/23/13,"8,908",11/16/13,"53,630","3,759,761",1.43
Georgia,11/30/13,"6,567",11/23/13,"32,159","3,759,761",0.86
Georgia,12/7/13,"18,149",11/30/13,"68,580","3,759,761",1.82
Georgia,12/14/13,"9,809",12/7/13,"55,639","3,759,761",1.48
Georgia,12/21/13,"10,814",12/14/13,"55,587","3,759,761",1.48
Georgia,12/28/13,"8,785",12/21/13,"53,947","3,759,761",1.43
Georgia,1/4/14,"27,519",12/28/13,"76,915","3,759,761",2.05
Georgia,1/11/14,"20,241",1/4/14,"80,395","3,775,892",2.13
Georgia,1/18/14,"12,122",1/11/14,"67,012","3,775,892",1.77
Georgia,1/25/14,"8,887",1/18/14,"59,432","3,775,892",1.57
Georgia,2/1/14,"6,329",1/25/14,"55,994","3,775,892",1.48
Georgia,2/8/14,"13,558",2/1/14,"62,097","3,775,892",1.64
Georgia,2/15/14,"5,799",2/8/14,"53,844","3,775,892",1.43
Georgia,2/22/14,"13,182",2/15/14,"60,074","3,775,892",1.59
Georgia,3/1/14,"7,745",2/22/14,"52,698","3,775,892",1.4
Georgia,3/8/14,"7,799",3/1/14,"50,391","3,775,892",1.33
Georgia,3/15/14,"6,897",3/8/14,"49,086","3,775,892",1.3
Georgia,3/22/14,"6,860",3/15/14,"48,106","3,775,892",1.27
Georgia,3/29/14,"7,554",3/22/14,"48,010","3,775,892",1.27
Georgia,4/5/14,"9,007",3/29/14,"47,450","3,775,892",1.26
Georgia,4/12/14,"7,405",4/5/14,"46,528","3,797,273",1.23
Georgia,4/19/14,"7,297",4/12/14,"46,306","3,797,273",1.22
Georgia,4/26/14,"7,744",4/19/14,"45,937","3,797,273",1.21
Georgia,5/3/14,"6,711",4/26/14,"45,017","3,797,273",1.19
Georgia,5/10/14,"7,858",5/3/14,"45,185","3,797,273",1.19
Georgia,5/17/14,"7,305",5/10/14,"44,876","3,797,273",1.18
Georgia,5/24/14,"7,857",5/17/14,"44,941","3,797,273",1.18
Georgia,5/31/14,"7,625",5/24/14,"45,765","3,797,273",1.21
Georgia,6/7/14,"10,622",5/31/14,"48,118","3,797,273",1.27
Georgia,6/14/14,"8,377",6/7/14,"49,365","3,797,273",1.3
Georgia,6/21/14,"8,276",6/14/14,"49,668","3,797,273",1.31
Georgia,6/28/14,"8,055",6/21/14,"49,984","3,797,273",1.32
Georgia,7/5/14,"8,142",6/28/14,"48,036","3,797,273",1.27
Georgia,7/12/14,"14,254",7/5/14,"56,926","3,820,635",1.49
Georgia,7/19/14,"9,593",7/12/14,"52,390","3,820,635",1.37
Georgia,7/26/14,"7,611",7/19/14,"50,521","3,820,635",1.32
Georgia,8/2/14,"6,973",7/26/14,"48,893","3,820,635",1.28
Georgia,8/9/14,"7,724",8/2/14,"48,392","3,820,635",1.27
Georgia,8/16/14,"8,598",8/9/14,"48,593","3,820,635",1.27
Georgia,8/23/14,"7,229",8/16/14,"45,739","3,820,635",1.2
Georgia,8/30/14,"6,764",8/23/14,"44,391","3,820,635",1.16
Georgia,9/6/14,"6,725",8/30/14,"44,279","3,820,635",1.16
Georgia,9/13/14,"7,421",9/6/14,"43,816","3,820,635",1.15
Georgia,9/20/14,"6,410",9/13/14,"41,965","3,820,635",1.1
Georgia,9/27/14,"6,558",9/20/14,"41,918","3,820,635",1.1
Georgia,10/4/14,"7,824",9/27/14,"41,449","3,820,635",1.08
Georgia,10/11/14,"8,059",10/4/14,"41,798","3,842,603",1.09
Georgia,10/18/14,"6,696",10/11/14,"41,922","3,842,603",1.09
Georgia,10/25/14,"7,028",10/18/14,"41,166","3,842,603",1.07
Georgia,11/1/14,"6,998",10/25/14,"40,266","3,842,603",1.05
Georgia,11/8/14,"8,159",11/1/14,"40,429","3,842,603",1.05
Georgia,11/15/14,"6,919",11/8/14,"40,177","3,842,603",1.05
Hawaii,1/1/00,"1,382",12/25/99,"9,149","502,614",1.82
Hawaii,1/8/00,"2,880",1/1/00,"11,746","502,967",2.34
Hawaii,1/15/00,"1,845",1/8/00,"10,519","502,967",2.09
Hawaii,1/22/00,"1,571",1/15/00,"9,665","502,967",1.92
Hawaii,1/29/00,"1,799",1/22/00,"9,818","502,967",1.95
Hawaii,2/5/00,"1,615",1/29/00,"10,134","502,967",2.01
Hawaii,2/12/00,"1,310",2/5/00,"9,188","502,967",1.83
Hawaii,2/19/00,"1,300",2/12/00,"9,377","502,967",1.86
Hawaii,2/26/00,"1,068",2/19/00,"8,602","502,967",1.71
Hawaii,3/4/00,"1,505",2/26/00,"9,368","502,967",1.86
Hawaii,3/11/00,"1,367",3/4/00,"8,775","502,967",1.74
Hawaii,3/18/00,"1,217",3/11/00,"8,954","502,967",1.78
Hawaii,3/25/00,"1,220",3/18/00,"8,546","502,967",1.7
Hawaii,4/1/00,"1,116",3/25/00,"8,557","502,967",1.7
Hawaii,4/8/00,"2,100",4/1/00,"8,747","504,319",1.73
Hawaii,4/15/00,"1,598",4/8/00,"8,971","504,319",1.78
Hawaii,4/22/00,"1,109",4/15/00,"7,888","504,319",1.56
Hawaii,4/29/00,"1,241",4/22/00,"8,523","504,319",1.69
Hawaii,5/6/00,"1,429",4/29/00,"8,072","504,319",1.6
Hawaii,5/13/00,"1,431",5/6/00,"8,377","504,319",1.66
Hawaii,5/20/00,"1,284",5/13/00,"8,272","504,319",1.64
Hawaii,5/27/00,"1,206",5/20/00,"8,176","504,319",1.62
Hawaii,6/3/00,"1,181",5/27/00,"8,021","504,319",1.59
Hawaii,6/10/00,"1,311",6/3/00,"8,288","504,319",1.64
Hawaii,6/17/00,"1,306",6/10/00,"8,095","504,319",1.61
Hawaii,6/24/00,"1,452",6/17/00,"8,422","504,319",1.67
Hawaii,7/1/00,"1,282",6/24/00,"8,383","504,319",1.66
Hawaii,7/8/00,"1,670",7/1/00,"7,964","506,724",1.57
Hawaii,7/15/00,"1,559",7/8/00,"9,249","506,724",1.83
Hawaii,7/22/00,"1,271",7/15/00,"8,430","506,724",1.66
Hawaii,7/29/00,"1,224",7/22/00,"8,538","506,724",1.68
Hawaii,8/5/00,"1,321",7/29/00,"8,609","506,724",1.7
Hawaii,8/12/00,"1,345",8/5/00,"8,269","506,724",1.63
Hawaii,8/19/00,"1,114",8/12/00,"8,157","506,724",1.61
Hawaii,8/26/00,"1,367",8/19/00,"8,686","506,724",1.71
Hawaii,9/2/00,"1,243",8/26/00,"8,317","506,724",1.64
Hawaii,9/9/00,"1,113",9/2/00,"7,454","506,724",1.47
Hawaii,9/16/00,"1,199",9/9/00,"8,007","506,724",1.58
Hawaii,9/23/00,"1,122",9/16/00,"7,302","506,724",1.44
Hawaii,9/30/00,"1,035",9/23/00,"7,520","506,724",1.48
Hawaii,10/7/00,"1,550",9/30/00,"7,101","506,724",1.4
Hawaii,10/14/00,"1,258",10/7/00,"7,742","509,804",1.52
Hawaii,10/21/00,"1,270",10/14/00,"7,549","509,804",1.48
Hawaii,10/28/00,"1,103",10/21/00,"7,413","509,804",1.45
Hawaii,11/4/00,"1,177",10/28/00,"7,433","509,804",1.46
Hawaii,11/11/00,"1,134",11/4/00,"7,111","509,804",1.39
Hawaii,11/18/00,"1,438",11/11/00,"8,050","509,804",1.58
Hawaii,11/25/00,"1,246",11/18/00,"7,188","509,804",1.41
Hawaii,12/2/00,"1,320",11/25/00,"8,414","509,804",1.65
Hawaii,12/9/00,"1,254",12/2/00,"7,629","509,804",1.5
Hawaii,12/16/00,"1,144",12/9/00,"7,780","509,804",1.53
Hawaii,12/23/00,"1,287",12/16/00,"7,828","509,804",1.54
Hawaii,12/30/00,"1,320",12/23/00,"7,603","509,804",1.49
Hawaii,1/6/01,"1,692",12/30/00,"9,067","509,804",1.78
Hawaii,1/13/01,"1,872",1/6/01,"9,019","514,124",1.75
Hawaii,1/20/01,"1,134",1/13/01,"8,112","514,124",1.58
Hawaii,1/27/01,"1,501",1/20/01,"8,380","514,124",1.63
Hawaii,2/3/01,"1,384",1/27/01,"8,240","514,124",1.6
Hawaii,2/10/01,"1,390",2/3/01,"8,675","514,124",1.69
Hawaii,2/17/01,"1,454",2/10/01,"8,566","514,124",1.67
Hawaii,2/24/01,"1,218",2/17/01,"8,788","514,124",1.71
Hawaii,3/3/01,"1,420",2/24/01,"8,559","514,124",1.66
Hawaii,3/10/01,"1,250",3/3/01,"8,615","514,124",1.68
Hawaii,3/17/01,"1,281",3/10/01,"8,516","514,124",1.66
Hawaii,3/24/01,"1,249",3/17/01,"8,447","514,124",1.64
Hawaii,3/31/01,"1,144",3/24/01,"8,348","514,124",1.62
Hawaii,4/7/01,"1,995",3/31/01,"9,161","514,124",1.78
Hawaii,4/14/01,"5,247",4/7/01,"9,213","518,069",1.78
Hawaii,4/21/01,"3,971",4/14/01,"13,427","518,069",2.59
Hawaii,4/28/01,"3,585",4/21/01,"12,517","518,069",2.42
Hawaii,5/5/01,"2,839",4/28/01,"11,225","518,069",2.17
Hawaii,5/12/01,"1,945",5/5/01,"10,260","518,069",1.98
Hawaii,5/19/01,"1,424",5/12/01,"10,444","518,069",2.02
Hawaii,5/26/01,"1,346",5/19/01,"9,409","518,069",1.82
Hawaii,6/2/01,"1,430",5/26/01,"9,686","518,069",1.87
Hawaii,6/9/01,"1,586",6/2/01,"9,441","518,069",1.82
Hawaii,6/16/01,"1,432",6/9/01,"9,666","518,069",1.87
Hawaii,6/23/01,"1,748",6/16/01,"9,587","518,069",1.85
Hawaii,6/30/01,"1,306",6/23/01,"10,014","518,069",1.93
Hawaii,7/7/01,"1,595",6/30/01,"9,176","518,069",1.77
Hawaii,7/14/01,"1,791",7/7/01,"10,649","522,048",2.04
Hawaii,7/21/01,"1,411",7/14/01,"9,997","522,048",1.91
Hawaii,7/28/01,"1,323",7/21/01,"9,775","522,048",1.87
Hawaii,8/4/01,"1,567",7/28/01,"10,632","522,048",2.04
Hawaii,8/11/01,"1,403",8/4/01,"10,257","522,048",1.96
Hawaii,8/18/01,"1,217",8/11/01,"9,827","522,048",1.88
Hawaii,8/25/01,"1,394",8/18/01,"9,521","522,048",1.82
Hawaii,9/1/01,"1,358",8/25/01,"9,552","522,048",1.83
Hawaii,9/8/01,"1,329",9/1/01,"8,874","522,048",1.7
Hawaii,9/15/01,"1,453",9/8/01,"9,198","522,048",1.76
Hawaii,9/22/01,"4,088",9/15/01,"9,687","522,048",1.86
Hawaii,9/29/01,"5,099",9/22/01,"12,363","522,048",2.37
Hawaii,10/6/01,"4,052",9/29/01,"15,039","522,048",2.88
Hawaii,10/13/01,"3,344",10/6/01,"15,701","525,521",2.99
Hawaii,10/20/01,"2,635",10/13/01,"16,331","525,521",3.11
Hawaii,10/27/01,"3,024",10/20/01,"16,866","525,521",3.21
Hawaii,11/3/01,"2,707",10/27/01,"16,772","525,521",3.19
Hawaii,11/10/01,"2,670",11/3/01,"18,770","525,521",3.57
Hawaii,11/17/01,"2,661",11/10/01,"16,838","525,521",3.2
Hawaii,11/24/01,"1,805",11/17/01,"18,022","525,521",3.43
Hawaii,12/1/01,"2,550",11/24/01,"17,284","525,521",3.29
Hawaii,12/8/01,"2,695",12/1/01,"19,167","525,521",3.65
Hawaii,12/15/01,"2,135",12/8/01,"17,119","525,521",3.26
Hawaii,12/22/01,"2,609",12/15/01,"17,958","525,521",3.42
Hawaii,12/29/01,"1,895",12/22/01,"12,777","525,521",2.43
Hawaii,1/5/02,"2,292",12/29/01,"15,844","525,521",3.01
Hawaii,1/12/02,"3,098",1/5/02,"16,140","527,448",3.06
Hawaii,1/19/02,"2,563",1/12/02,"17,712","527,448",3.36
Hawaii,1/26/02,"1,981",1/19/02,"15,985","527,448",3.03
Hawaii,2/2/02,"2,467",1/26/02,"16,886","527,448",3.2
Hawaii,2/9/02,"2,430",2/2/02,"16,774","527,448",3.18
Hawaii,2/16/02,"1,760",2/9/02,"16,340","527,448",3.1
Hawaii,2/23/02,"1,375",2/16/02,"14,675","527,448",2.78
Hawaii,3/2/02,"1,850",2/23/02,"15,194","527,448",2.88
Hawaii,3/9/02,"1,805",3/2/02,"14,600","527,448",2.77
Hawaii,3/16/02,"1,606",3/9/02,"15,048","527,448",2.85
Hawaii,3/23/02,"1,556",3/16/02,"14,116","527,448",2.68
Hawaii,3/30/02,"1,423",3/23/02,"13,758","527,448",2.61
Hawaii,4/6/02,"2,116",3/30/02,"14,493","527,448",2.75
Hawaii,4/13/02,"1,992",4/6/02,"13,910","528,688",2.63
Hawaii,4/20/02,"1,939",4/13/02,"13,610","528,688",2.57
Hawaii,4/27/02,"1,978",4/20/02,"13,097","528,688",2.48
Hawaii,5/4/02,"2,054",4/27/02,"12,996","528,688",2.46
Hawaii,5/11/02,"1,928",5/4/02,"12,580","528,688",2.38
Hawaii,5/18/02,"2,019",5/11/02,"13,331","528,688",2.52
Hawaii,5/25/02,"1,684",5/18/02,"12,360","528,688",2.34
Hawaii,6/1/02,"1,238",5/25/02,"11,941","528,688",2.26
Hawaii,6/8/02,"1,615",6/1/02,"11,500","528,688",2.18
Hawaii,6/15/02,"1,740",6/8/02,"11,704","528,688",2.21
Hawaii,6/22/02,"1,673",6/15/02,"11,517","528,688",2.18
Hawaii,6/29/02,"1,428",6/22/02,"11,174","528,688",2.11
Hawaii,7/6/02,"1,495",6/29/02,"10,780","528,688",2.04
Hawaii,7/13/02,"1,843",7/6/02,"11,273","526,346",2.14
Hawaii,7/20/02,"1,411",7/13/02,"11,036","526,346",2.1
Hawaii,7/27/02,"1,410",7/20/02,"10,810","526,346",2.05
Hawaii,8/3/02,"1,436",7/27/02,"10,570","526,346",2.01
Hawaii,8/10/02,"1,467",8/3/02,"10,560","526,346",2.01
Hawaii,8/17/02,"1,243",8/10/02,"9,968","526,346",1.89
Hawaii,8/24/02,"1,481",8/17/02,"10,610","526,346",2.02
Hawaii,8/31/02,"1,353",8/24/02,"9,662","526,346",1.84
Hawaii,9/7/02,"1,411",8/31/02,"9,608","526,346",1.83
Hawaii,9/14/02,"1,676",9/7/02,"9,743","526,346",1.85
Hawaii,9/21/02,"1,468",9/14/02,"9,849","526,346",1.87
Hawaii,9/28/02,"1,363",9/21/02,"9,230","526,346",1.75
Hawaii,10/5/02,"1,454",9/28/02,"9,172","526,346",1.74
Hawaii,10/12/02,"1,777",10/5/02,"9,327","524,530",1.78
Hawaii,10/19/02,"1,723",10/12/02,"9,582","524,530",1.83
Hawaii,10/26/02,"1,911",10/19/02,"10,184","524,530",1.94
Hawaii,11/2/02,"1,409",10/26/02,"9,234","524,530",1.76
Hawaii,11/9/02,"1,530",11/2/02,"9,502","524,530",1.81
Hawaii,11/16/02,"1,610",11/9/02,"9,386","524,530",1.79
Hawaii,11/23/02,"1,532",11/16/02,"10,024","524,530",1.91
Hawaii,11/30/02,"1,253",11/23/02,"9,118","524,530",1.74
Hawaii,12/7/02,"2,439",11/30/02,"10,382","524,530",1.98
Hawaii,12/14/02,"2,014",12/7/02,"10,168","524,530",1.94
Hawaii,12/21/02,"1,443",12/14/02,"10,798","524,530",2.06
Hawaii,12/28/02,"1,520",12/21/02,"9,543","524,530",1.82
Hawaii,1/4/03,"1,862",12/28/02,"11,382","524,530",2.17
Hawaii,1/11/03,"2,403",1/4/03,"11,431","523,790",2.18
Hawaii,1/18/03,"1,863",1/11/03,"11,669","523,790",2.23
Hawaii,1/25/03,"1,531",1/18/03,"10,722","523,790",2.05
Hawaii,2/1/03,"1,547",1/25/03,"10,573","523,790",2.02
Hawaii,2/8/03,"1,644",2/1/03,"10,355","523,790",1.98
Hawaii,2/15/03,"1,449",2/8/03,"10,212","523,790",1.95
Hawaii,2/22/03,"1,311",2/15/03,"10,129","523,790",1.93
Hawaii,3/1/03,"1,429",2/22/03,"10,089","523,790",1.93
Hawaii,3/8/03,"1,551",3/1/03,"10,179","523,790",1.94
Hawaii,3/15/03,"1,410",3/8/03,"10,163","523,790",1.94
Hawaii,3/22/03,"1,460",3/15/03,"10,378","523,790",1.98
Hawaii,3/29/03,"1,329",3/22/03,"9,779","523,790",1.87
Hawaii,4/5/03,"2,024",3/29/03,"10,677","523,790",2.04
Hawaii,4/12/03,"2,135",4/5/03,"10,153","523,847",1.94
Hawaii,4/19/03,"1,644",4/12/03,"10,784","523,847",2.06
Hawaii,4/26/03,"1,669",4/19/03,"10,916","523,847",2.08
Hawaii,5/3/03,"1,528",4/26/03,"10,928","523,847",2.09
Hawaii,5/10/03,"1,748",5/3/03,"10,551","523,847",2.01
Hawaii,5/17/03,"1,583",5/10/03,"10,909","523,847",2.08
Hawaii,5/24/03,"1,530",5/17/03,"10,808","523,847",2.06
Hawaii,5/31/03,"1,330",5/24/03,"10,534","523,847",2.01
Hawaii,6/7/03,"1,731",5/31/03,"10,956","523,847",2.09
Hawaii,6/14/03,"1,820",6/7/03,"11,342","523,847",2.17
Hawaii,6/21/03,"1,732",6/14/03,"11,560","523,847",2.21
Hawaii,6/28/03,"1,383",6/21/03,"11,101","523,847",2.12
Hawaii,7/5/03,"1,289",6/28/03,"10,072","523,847",1.92
Hawaii,7/12/03,"2,041",7/5/03,"11,407","527,190",2.16
Hawaii,7/19/03,"1,404",7/12/03,"10,922","527,190",2.07
Hawaii,7/26/03,"1,329",7/19/03,"10,741","527,190",2.04
Hawaii,8/2/03,"1,358",7/26/03,"10,652","527,190",2.02
Hawaii,8/9/03,"1,515",8/2/03,"10,839","527,190",2.06
Hawaii,8/16/03,"1,112",8/9/03,"9,734","527,190",1.85
Hawaii,8/23/03,"1,301",8/16/03,"10,485","527,190",1.99
Hawaii,8/30/03,"2,081",8/23/03,"8,586","527,190",1.63
Hawaii,9/6/03,"1,670",8/30/03,"10,393","527,190",1.97
Hawaii,9/13/03,"1,439",9/6/03,"10,367","527,190",1.97
Hawaii,9/20/03,"1,310",9/13/03,"10,108","527,190",1.92
Hawaii,9/27/03,"1,241",9/20/03,"10,518","527,190",2
Hawaii,10/4/03,"1,494",9/27/03,"10,047","527,190",1.91
Hawaii,10/11/03,"1,597",10/4/03,"9,839","530,534",1.85
Hawaii,10/18/03,"1,459",10/11/03,"10,178","530,534",1.92
Hawaii,10/25/03,"1,334",10/18/03,"9,492","530,534",1.79
Hawaii,11/1/03,"1,193",10/25/03,"9,568","530,534",1.8
Hawaii,11/8/03,"1,533",11/1/03,"9,171","530,534",1.73
Hawaii,11/15/03,"1,174",11/8/03,"9,439","530,534",1.78
Hawaii,11/22/03,"1,388",11/15/03,"9,528","530,534",1.8
Hawaii,11/29/03,"1,233",11/22/03,"8,878","530,534",1.67
Hawaii,12/6/03,"1,629",11/29/03,"9,986","530,534",1.88
Hawaii,12/13/03,"1,496",12/6/03,"9,869","530,534",1.86
Hawaii,12/20/03,"1,376",12/13/03,"9,519","530,534",1.79
Hawaii,12/27/03,"1,138",12/20/03,"8,888","530,534",1.68
Hawaii,1/3/04,"1,504",12/27/03,"9,816","530,534",1.85
Hawaii,1/10/04,"2,265",1/3/04,"10,708","532,806",2.01
Hawaii,1/17/04,"1,499",1/10/04,"9,744","532,806",1.83
Hawaii,1/24/04,"1,349",1/17/04,"9,497","532,806",1.78
Hawaii,1/31/04,"1,574",1/24/04,"9,427","532,806",1.77
Hawaii,2/7/04,"1,461",1/31/04,"9,561","532,806",1.79
Hawaii,2/14/04,"1,303",2/7/04,"9,004","532,806",1.69
Hawaii,2/21/04,"1,437",2/14/04,"9,458","532,806",1.78
Hawaii,2/28/04,"1,288",2/21/04,"9,058","532,806",1.7
Hawaii,3/6/04,"1,643",2/28/04,"9,594","532,806",1.8
Hawaii,3/13/04,"1,727",3/6/04,"9,817","532,806",1.84
Hawaii,3/20/04,"1,346",3/13/04,"9,794","532,806",1.84
Hawaii,3/27/04,"1,335",3/20/04,"8,983","532,806",1.69
Hawaii,4/3/04,"1,851",3/27/04,"10,494","532,806",1.97
Hawaii,4/10/04,"1,500",4/3/04,"8,634","534,593",1.62
Hawaii,4/17/04,"1,626",4/10/04,"9,621","534,593",1.8
Hawaii,4/24/04,"1,288",4/17/04,"8,826","534,593",1.65
Hawaii,5/1/04,"1,223",4/24/04,"9,220","534,593",1.72
Hawaii,5/8/04,"1,326",5/1/04,"8,446","534,593",1.58
Hawaii,5/15/04,"1,215",5/8/04,"9,087","534,593",1.7
Hawaii,5/22/04,"1,138",5/15/04,"8,368","534,593",1.57
Hawaii,5/29/04,"1,105",5/22/04,"8,587","534,593",1.61
Hawaii,6/5/04,"1,214",5/29/04,"7,870","534,593",1.47
Hawaii,6/12/04,"1,175",6/5/04,"8,426","534,593",1.58
Hawaii,6/19/04,"1,473",6/12/04,"8,337","534,593",1.56
Hawaii,6/26/04,"1,127",6/19/04,"8,655","534,593",1.62
Hawaii,7/3/04,"1,163",6/26/04,"7,985","534,593",1.49
Hawaii,7/10/04,"1,279",7/3/04,"7,997","536,801",1.49
Hawaii,7/17/04,"1,174",7/10/04,"8,340","536,801",1.55
Hawaii,7/24/04,"1,095",7/17/04,"7,996","536,801",1.49
Hawaii,7/31/04,"1,036",7/24/04,"7,919","536,801",1.48
Hawaii,8/7/04,"1,308",7/31/04,"7,890","536,801",1.47
Hawaii,8/14/04,"1,208",8/7/04,"8,112","536,801",1.51
Hawaii,8/21/04,"1,013",8/14/04,"7,642","536,801",1.42
Hawaii,8/28/04,"1,041",8/21/04,"7,483","536,801",1.39
Hawaii,9/4/04,"1,215",8/28/04,"7,671","536,801",1.43
Hawaii,9/11/04,"1,164",9/4/04,"6,943","536,801",1.29
Hawaii,9/18/04,"1,134",9/11/04,"7,491","536,801",1.4
Hawaii,9/25/04,"1,000",9/18/04,"6,876","536,801",1.28
Hawaii,10/2/04,"1,074",9/25/04,"7,348","536,801",1.37
Hawaii,10/9/04,"1,284",10/2/04,"6,834","539,358",1.27
Hawaii,10/16/04,"1,054",10/9/04,"7,000","539,358",1.3
Hawaii,10/23/04,"1,149",10/16/04,"6,855","539,358",1.27
Hawaii,10/30/04,"1,017",10/23/04,"6,986","539,358",1.3
Hawaii,11/6/04,"1,230",10/30/04,"6,817","539,358",1.26
Hawaii,11/13/04,"1,075",11/6/04,"7,031","539,358",1.3
Hawaii,11/20/04,"1,163",11/13/04,"6,967","539,358",1.29
Hawaii,11/27/04,924,11/20/04,"6,356","539,358",1.18
Hawaii,12/4/04,"1,304",11/27/04,"7,062","539,358",1.31
Hawaii,12/11/04,"1,229",12/4/04,"7,007","539,358",1.3
Hawaii,12/18/04,"1,068",12/11/04,"6,825","539,358",1.27
Hawaii,12/25/04,935,12/18/04,"6,491","539,358",1.2
Hawaii,1/1/05,"1,514",12/25/04,"6,977","539,358",1.29
Hawaii,1/8/05,"1,909",1/1/05,"8,337","543,285",1.53
Hawaii,1/15/05,"1,381",1/8/05,"7,510","543,285",1.38
Hawaii,1/22/05,"1,225",1/15/05,"7,258","543,285",1.34
Hawaii,1/29/05,"1,277",1/22/05,"6,919","543,285",1.27
Hawaii,2/5/05,"1,250",1/29/05,"7,294","543,285",1.34
Hawaii,2/12/05,"1,842",2/5/05,"7,455","543,285",1.37
Hawaii,2/19/05,969,2/12/05,"6,940","543,285",1.28
Hawaii,2/26/05,911,2/19/05,"6,425","543,285",1.18
Hawaii,3/5/05,"1,099",2/26/05,"6,812","543,285",1.25
Hawaii,3/12/05,"1,071",3/5/05,"6,376","543,285",1.17
Hawaii,3/19/05,"1,070",3/12/05,"6,858","543,285",1.26
Hawaii,3/26/05,820,3/19/05,"5,752","543,285",1.06
Hawaii,4/2/05,"1,264",3/26/05,"6,798","543,285",1.25
Hawaii,4/9/05,"1,458",4/2/05,"6,450","547,736",1.18
Hawaii,4/16/05,"1,120",4/9/05,"6,630","547,736",1.21
Hawaii,4/23/05,991,4/16/05,"6,308","547,736",1.15
Hawaii,4/30/05,978,4/23/05,"6,303","547,736",1.15
Hawaii,5/7/05,"1,092",4/30/05,"6,265","547,736",1.14
Hawaii,5/14/05,966,5/7/05,"6,313","547,736",1.15
Hawaii,5/21/05,950,5/14/05,"6,181","547,736",1.13
Hawaii,5/28/05,905,5/21/05,"6,169","547,736",1.13
Hawaii,6/4/05,"1,006",5/28/05,"6,352","547,736",1.16
Hawaii,6/11/05,942,6/4/05,"6,137","547,736",1.12
Hawaii,6/18/05,"1,300",6/11/05,"6,824","547,736",1.25
Hawaii,6/25/05,"1,050",6/18/05,"6,466","547,736",1.18
Hawaii,7/2/05,967,6/25/05,"6,591","547,736",1.2
Hawaii,7/9/05,"1,019",7/2/05,"5,982","552,813",1.08
Hawaii,7/16/05,977,7/9/05,"6,867","552,813",1.24
Hawaii,7/23/05,880,7/16/05,"6,347","552,813",1.15
Hawaii,7/30/05,886,7/23/05,"6,553","552,813",1.19
Hawaii,8/6/05,958,7/30/05,"6,247","552,813",1.13
Hawaii,8/13/05,901,8/6/05,"6,267","552,813",1.13
Hawaii,8/20/05,748,8/13/05,"5,878","552,813",1.06
Hawaii,8/27/05,"1,008",8/20/05,"6,281","552,813",1.14
Hawaii,9/3/05,976,8/27/05,"5,993","552,813",1.08
Hawaii,9/10/05,862,9/3/05,"5,670","552,813",1.03
Hawaii,9/17/05,945,9/10/05,"5,739","552,813",1.04
Hawaii,9/24/05,879,9/17/05,"5,710","552,813",1.03
Hawaii,10/1/05,763,9/24/05,"5,512","552,813",1
Hawaii,10/8/05,"1,097",10/1/05,"5,409","557,384",0.97
Hawaii,10/15/05,959,10/8/05,"5,741","557,384",1.03
Hawaii,10/22/05,"1,078",10/15/05,"5,719","557,384",1.03
Hawaii,10/29/05,854,10/22/05,"5,485","557,384",0.98
Hawaii,11/5/05,983,10/29/05,"5,672","557,384",1.02
